braid,components,khovanov_homology,free_part,torsion_part,free_part_count,torsion_part_count,total_num_FP_per_row,total_num_FP_per_column,jones_polynomial
"[-1, 2, 2, 1, -1, -1, -3, -3, 2]",3,"{-9: {-4: Z}, -7: {-4: 0, -3: C2, -2: 0}, -5: {-4: 0, -3: Z, -2: Z x Z x Z, -1: 0, 0: 0, 1: 0}, -3: {-4: 0, -3: 0, -2: Z x Z, -1: Z x C2, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z x C2, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: Z x Z x Z, 1: Z x C2, 2: 0, 3: 0}, 3: {0: 0, 1: Z, 2: Z x C2, 3: 0}, 5: {1: 0, 2: Z, 3: C2}, 7: {3: Z}}","{(-9, -4): 1, (-5, -3): 1, (-5, -2): 3, (-3, -2): 2, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-7, -3): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",20,6,"{-9: 1, -5: 4, -3: 3, -1: 4, 1: 4, 3: 2, 5: 1, 7: 1}","{-4: 1, -3: 1, -2: 5, -1: 2, 0: 6, 1: 2, 2: 2, 3: 1}","{-4: 1, -3: -1, -2: 3, -1: -2, 0: 4, 1: -2, 2: 2, 3: -1}"
"[2, 2, 3, 3, 2, -1, 2, 2, 2]",3,"{3: {-1: 0, 0: 0}, 5: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 11: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 13: {2: 0, 3: Z, 4: Z x Z, 5: 0, 6: 0, 7: 0, 8: 0}, 15: {3: 0, 4: 0, 5: C2 x C2, 6: 0, 7: 0, 8: 0}, 17: {4: 0, 5: Z x Z, 6: Z x Z, 7: 0, 8: 0}, 19: {5: 0, 6: Z, 7: C2, 8: 0}, 21: {6: 0, 7: Z, 8: Z}, 23: {8: Z}}","{(5, 0): 1, (7, 0): 1, (9, 2): 2, (11, 2): 1, (13, 3): 1, (13, 4): 2, (17, 5): 2, (17, 6): 2, (19, 6): 1, (21, 7): 1, (21, 8): 1, (23, 8): 1}","{(11, 3): {2: 1}, (15, 5): {2: 2}, (19, 7): {2: 1}}",16,4,"{5: 1, 7: 1, 9: 2, 11: 1, 13: 3, 17: 4, 19: 1, 21: 2, 23: 1}","{0: 2, 2: 3, 3: 1, 4: 2, 5: 2, 6: 3, 7: 1, 8: 2}","{3: 1, 5: 2, 6: -1, 7: 2, 8: -2, 9: 2, 10: -1, 11: 1}"
"[1, 2, 3, 1, 1, 2, -2, 1, 3]",3,"{3: {0: Z}, 5: {0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {0: 0, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z x Z, 5: 0, 6: 0, 7: 0}, 13: {2: 0, 3: 0, 4: Z, 5: C2, 6: 0, 7: 0}, 15: {3: 0, 4: 0, 5: Z, 6: Z, 7: 0}, 17: {4: 0, 5: 0, 6: Z, 7: 0}, 19: {6: 0, 7: 0}}","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2,"{3: 1, 5: 1, 7: 2, 9: 1, 11: 3, 13: 1, 15: 2, 17: 1}","{0: 2, 2: 3, 3: 1, 4: 3, 5: 1, 6: 2}","{2: 1, 4: 2, 5: -1, 6: 2, 7: -1, 8: 1}"
"[-3, -2, -2, -1, 2, -3, 1, -3, 1]",1,"{-13: {-6: 0, -5: Z, -4: 0}, -11: {-6: 0, -5: 0, -4: Z x C2, -3: 0, -2: 0}, -9: {-6: 0, -5: 0, -4: Z, -3: Z x C2, -2: 0, -1: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: Z, -2: Z x Z x C2, -1: 0, 0: 0, 1: 0}, -5: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z, -1: Z x C2 x C2, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z x Z, 0: Z x C2, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: Z, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: 0, 1: 0, 2: C2, 3: 0}, 3: {1: 0, 2: Z, 3: 0}}","{(-13, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 2, (-5, -2): 1, (-5, -1): 1, (-3, -1): 2, (-3, 0): 1, (-1, 0): 2, (-1, 1): 1, (3, 2): 1}","{(-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 2}, (-3, 0): {2: 1}, (1, 2): {2: 1}}",16,7,"{-13: 1, -11: 1, -9: 2, -7: 3, -5: 2, -3: 3, -1: 3, 3: 1}","{-5: 1, -4: 2, -3: 2, -2: 3, -1: 3, 0: 3, 1: 1, 2: 1}","{-6: -1, -5: 2, -4: -2, -3: 3, -2: -3, -1: 2, 0: -1, 1: 1}"
"[-2, 3, 2, -3, -2, -1, -1, -3, -1]",3,"{-15: {-7: 0, -6: 0, -5: Z, -4: 0}, -13: {-7: 0, -6: 0, -5: Z, -4: C2, -3: 0}, -11: {-7: 0, -6: 0, -5: 0, -4: Z x C2, -3: Z, -2: 0, -1: 0}, -9: {-7: 0, -6: 0, -5: 0, -4: Z, -3: Z, -2: Z x C2, -1: 0, 0: 0}, -7: {-6: 0, -5: 0, -4: 0, -3: 0, -2: Z x Z x Z x C2, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: 0, 0: Z, 1: 0, 2: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0}, -1: {-1: 0, 0: Z, 1: 0, 2: 0}}","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4,"{-15: 1, -13: 1, -11: 2, -9: 3, -7: 3, -5: 3, -3: 2, -1: 1}","{-5: 2, -4: 2, -3: 2, -2: 6, 0: 4}","{-7: -1, -4: 1, -3: 2, -2: 1, -1: 1}"
"[3, -3, 3, -3, -3, 2, -1, 2, -1]",1,"{-7: {-3: 0, -2: 0}, -5: {-3: 0, -2: Z, -1: 0, 0: 0}, -3: {-3: 0, -2: 0, -1: C2, 0: 0, 1: 0, 2: 0}, -1: {-3: 0, -2: 0, -1: Z, 0: Z, 1: 0, 2: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: Z, 2: 0}, 3: {0: 0, 1: 0, 2: C2}, 5: {2: Z}}","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2,"{-5: 1, -1: 2, 1: 2, 5: 1}","{-2: 1, -1: 1, 0: 2, 1: 1, 2: 1}","{-2: 1, -1: -1, 0: 1, 1: -1, 2: 1}"
"[1, 3, 3, 3, -1, 1, 1, 1, -2]",1,"{1: {-1: 0, 0: 0}, 3: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 5: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: C2 x C2, 4: 0, 5: 0, 6: 0}, 11: {2: 0, 3: Z x Z, 4: Z, 5: 0, 6: 0}, 13: {3: 0, 4: 0, 5: Z x C2, 6: 0}, 15: {5: Z, 6: C2}, 17: {6: Z}}","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (11, 3): 2, (11, 4): 1, (13, 5): 1, (15, 5): 1, (17, 6): 1}","{(9, 3): {2: 2}, (13, 5): {2: 1}, (15, 6): {2: 1}}",10,4,"{3: 1, 5: 1, 7: 2, 11: 3, 13: 1, 15: 1, 17: 1}","{0: 2, 2: 2, 3: 2, 4: 1, 5: 2, 6: 1}","{2: 1, 4: 2, 5: -2, 6: 1, 7: -2, 8: 1}"
"[-1, 2, 1, 1, -1, -3, 2, -1, -2]",3,"{-7: {-4: 0, -3: 0, -2: 0, -1: 0}, -5: {-4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0}, 3: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 5: {1: 0, 2: 0, 3: 0}}","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8},"{-1: 1, 0: 2, 1: 1}"
"[-3, 1, 1, 1, 1, -2, -3, -3, -3]",3,"{-11: {-5: 0, -4: 0}, -9: {-5: 0, -4: Z, -3: 0, -2: 0, -1: 0, 0: 0}, -7: {-5: 0, -4: Z, -3: Z, -2: 0, -1: 0, 0: 0, 1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x C2, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: Z, -1: Z x C2, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, -1: {-5: 0, -4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z x C2, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: Z x C2, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: Z, 2: Z x C2, 3: 0, 4: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: Z, 3: C2, 4: 0}, 7: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z}, 9: {4: Z}}","{(-9, -4): 1, (-7, -4): 1, (-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 3, (1, 0): 3, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1, (7, 4): 1, (9, 4): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",20,6,"{-9: 1, -7: 2, -5: 1, -3: 2, -1: 4, 1: 4, 3: 2, 5: 1, 7: 2, 9: 1}","{-4: 2, -3: 1, -2: 2, -1: 2, 0: 6, 1: 2, 2: 2, 3: 1, 4: 2}","{-4: 1, -3: -1, -2: 2, -1: -2, 0: 4, 1: -2, 2: 2, 3: -1, 4: 1}"
"[1, -1, 1, -2, 1, -3, -2, -2, -3]",3,"{-11: {-5: 0, -4: Z, -3: 0}, -9: {-5: 0, -4: Z, -3: Z x Z, -2: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: Z x C2 x C2, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: Z x Z, -1: C2, 0: 0, 1: 0, 2: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: Z, 0: Z x Z x Z, 1: 0, 2: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: Z, 2: 0}, 1: {0: 0, 1: 0, 2: C2}, 3: {2: Z}}","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 2, (-7, -2): 1, (-5, -2): 2, (-3, -1): 1, (-3, 0): 3, (-1, 0): 3, (-1, 1): 1, (3, 2): 1}","{(-7, -2): {2: 2}, (-5, -1): {2: 1}, (1, 2): {2: 1}}",16,4,"{-11: 1, -9: 3, -7: 1, -5: 2, -3: 4, -1: 4, 3: 1}","{-4: 2, -3: 2, -2: 3, -1: 1, 0: 6, 1: 1, 2: 1}","{-5: 1, -4: -2, -3: 3, -2: -1, -1: 3, 0: -1, 1: 1}"
"[3, -1, -3, -3, 1, 3, 2, 2, -2]",3,"{-5: {-3: 0, -2: 0, -1: 0, 0: 0}, -3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: 0, 2: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z x Z, 1: 0, 2: 0, 3: 0}, 3: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}}","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0,"{-3: 1, -1: 3, 1: 3, 3: 1}",{0: 8},"{-1: 1, 0: 2, 1: 1}"
"[1, -3, -3, 2, 3, -1, -2, -3, 2]",1,"{-9: {-5: 0, -4: 0, -3: 0, -2: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {1: 0, 2: 0, 3: 0, 4: 0}}","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2},{0: 1}
"[3, 2, 2, 2, -3, -3, 1, 3, -2]",1,"{-3: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 5: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: 0, 3: C2, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: 0, 3: Z, 4: 0, 5: 0, 6: 0}, 11: {1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 13: {3: 0, 4: 0, 5: 0, 6: 0}}","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}","{1: 1, 3: 1, 4: -1}"
"[2, 2, -1, 3, -2, 2, 3, 3, 3]",3,"{1: {-1: 0, 0: 0}, 3: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z x Z, 3: 0, 4: 0, 5: 0, 6: 0}, 9: {0: 0, 1: 0, 2: Z, 3: C2, 4: 0, 5: 0, 6: 0}, 11: {2: 0, 3: Z, 4: Z x Z, 5: 0, 6: 0}, 13: {3: 0, 4: Z, 5: C2, 6: 0}, 15: {4: 0, 5: Z, 6: Z}, 17: {6: Z}}","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (9, 2): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1, (15, 5): 1, (15, 6): 1, (17, 6): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",12,2,"{3: 1, 5: 1, 7: 2, 9: 1, 11: 3, 13: 1, 15: 2, 17: 1}","{0: 2, 2: 3, 3: 1, 4: 3, 5: 1, 6: 2}","{2: 1, 4: 2, 5: -1, 6: 2, 7: -1, 8: 1}"
"[-3, -1, -3, -3, 3, -1, 2, -2, 3]",3,"{-11: {-4: 0, -3: 0}, -9: {-4: 0, -3: 0, -2: 0, -1: 0}, -7: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -5: {-4: 0, -3: 0, -2: Z x Z, -1: 0, 0: 0, 1: 0}, -3: {-4: 0, -3: 0, -2: Z, -1: 0, 0: Z, 1: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0}, 1: {-1: 0, 0: Z, 1: 0}}","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0,"{-7: 1, -5: 2, -3: 2, -1: 2, 1: 1}","{-2: 4, 0: 4}","{-3: 1, -2: 1, -1: 1, 0: 1}"
"[-3, 3, -1, 1, -2, -1, -1, -2, -1]",2,"{-12: {-5: 0, -4: Z, -3: 0}, -10: {-5: 0, -4: Z, -3: Z, -2: 0}, -8: {-5: 0, -4: 0, -3: 0, -2: C2, -1: 0, 0: 0}, -6: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -4: {-3: 0, -2: 0, -1: 0, 0: Z}, -2: {0: Z}}","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1,"{-12: 1, -10: 2, -6: 1, -4: 1, -2: 1}","{-4: 2, -3: 1, -2: 1, 0: 2}","{-11/2: -1, -9/2: 1, -7/2: -1, -3/2: -1}"
"[-2, 2, 2, -3, 1, -1, -3, -2, -3]",2,"{-10: {-4: 0, -3: 0}, -8: {-4: 0, -3: 0, -2: 0}, -6: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0}, -4: {-4: 0, -3: 0, -2: Z, -1: 0, 0: 0, 1: 0}, -2: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0}, 0: {0: Z, 1: 0}}","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0,"{-6: 1, -4: 1, -2: 1, 0: 1}","{-2: 2, 0: 2}","{-5/2: -1, -1/2: -1}"
"[-3, 3, 1, 2, 2, -2, 2, -2, 1]",2,"{0: {0: Z}, 2: {0: Z, 1: 0, 2: 0}, 4: {0: 0, 1: 0, 2: Z, 3: 0}, 6: {0: 0, 1: 0, 2: Z, 3: 0}, 8: {2: 0, 3: 0}}","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}","{1/2: -1, 5/2: -1}"
"[-3, 2, 1, 3, 1, 2, 2, 1, 3]",1,"{3: {-1: 0, 0: Z, 1: 0}, 5: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {-1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0, 6: 0}, 9: {-1: 0, 0: 0, 1: 0, 2: 0, 3: C2, 4: 0, 5: 0, 6: 0, 7: 0}, 11: {0: 0, 1: 0, 2: 0, 3: Z, 4: Z, 5: 0, 6: 0, 7: 0, 8: 0}, 13: {1: 0, 2: 0, 3: 0, 4: 0, 5: C2, 6: 0, 7: 0, 8: 0}, 15: {3: 0, 4: 0, 5: Z, 6: 0, 7: 0, 8: 0}, 17: {4: 0, 5: 0, 6: 0, 7: 0, 8: 0}, 19: {6: 0, 7: 0, 8: 0}}","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2,"{3: 1, 5: 1, 7: 1, 11: 2, 15: 1}","{0: 2, 2: 1, 3: 1, 4: 1, 5: 1}","{2: 1, 4: 1, 5: -1, 6: 1, 7: -1}"
"[-3, 1, -1, 2, 2, -1, 3, 2, -1]",3,"{-5: {-3: 0, -2: Z}, -3: {-3: 0, -2: Z, -1: 0, 0: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 7: {2: 0, 3: 0, 4: 0}, 9: {3: 0, 4: 0}}","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0,"{-5: 1, -3: 1, -1: 2, 1: 2, 3: 1, 5: 1}","{-2: 2, 0: 4, 2: 2}","{-2: 1, 0: 2, 2: 1}"
"[-1, 1, 3, 3, -2, -1, 1, 1, 3]",1,"{-1: {-1: 0, 0: 0}, 1: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 3: {-1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {-1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0}, 7: {0: 0, 1: 0, 2: 0, 3: C2, 4: 0}, 9: {2: 0, 3: Z, 4: 0}, 11: {3: 0, 4: 0}}","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1,"{1: 1, 3: 1, 5: 1, 9: 1}","{0: 2, 2: 1, 3: 1}","{1: 1, 3: 1, 4: -1}"
"[1, -2, 3, -3, -2, 1, 1, 1, 2]",2,"{-2: {-2: 0, -1: 0}, 0: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 2: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 4: {-2: 0, -1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0}, 6: {-1: 0, 0: 0, 1: 0, 2: Z, 3: 0, 4: 0, 5: 0}, 8: {1: 0, 2: 0, 3: 0, 4: 0, 5: 0}, 10: {2: 0, 3: 0, 4: 0, 5: 0}, 12: {4: 0, 5: 0}}","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0,"{0: 1, 2: 1, 4: 1, 6: 1}","{0: 2, 2: 2}","{1/2: -1, 5/2: -1}"
"[1, 3, 3, 3, -2, -3, -2, -1, -2]",1,"{-9: {-5: 0, -4: 0, -3: 0}, -7: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0}, -5: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0}, -3: {-5: 0, -4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {2: 0, 3: 0, 4: 0}}","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2},{0: 1}
"[-3, 3, 1, 2, 2, -3, -2, -1, 2]",1,"{-3: {-3: 0, -2: 0, -1: 0, 0: 0, 1: 0, 2: 0}, -1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 1: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 3: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 5: {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 7: {1: 0, 2: 0, 3: 0, 4: 0}, 9: {2: 0, 3: 0, 4: 0}}","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2},{0: 1}
"[-2, -3, 2, 3, -2, 2, 2, -3, 2]",2,"{-4: {-3: 0, -2: 0, -1: 0}, -2: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 0: {-3: 0, -2: 0, -1: 0, 0: Z x Z, 1: 0, 2: 0, 3: 0}, 2: {-2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0, 4: 0}, 4: {-1: 0, 0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 6: {1: 0, 2: 0, 3: 0, 4: 0}, 8: {2: 0, 3: 0, 4: 0}}","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4},"{-1/2: -1, 1/2: -1}"
"[3, 2, -2, 2, -3, -1, 3, -3, 1]",2,"{-2: {-1: 0, 0: Z}, 0: {-1: 0, 0: Z x Z, 1: 0}, 2: {-1: 0, 0: Z, 1: 0, 2: 0}, 4: {0: 0, 1: 0, 2: 0}}","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0,"{-2: 1, 0: 2, 2: 1}",{0: 4},"{-1/2: -1, 1/2: -1}"
"[-1, -1, 2, -3, -3, -2, 2, 1, 3]",1,"{-9: {-4: 0, -3: 0, -2: 0}, -7: {-4: 0, -3: 0, -2: 0, -1: 0}, -5: {-4: 0, -3: 0, -2: 0, -1: 0, 0: 0}, -3: {-4: 0, -3: 0, -2: 0, -1: 0, 0: 0, 1: 0}, -1: {-4: 0, -3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0}, 1: {-3: 0, -2: 0, -1: 0, 0: Z, 1: 0, 2: 0, 3: 0}, 3: {-2: 0, -1: 0, 0: 0, 1: 0, 2: 0, 3: 0}}","{(-1, 0): 1, (1, 0): 1}",{},2,0,"{-1: 1, 1: 1}",{0: 2},{0: 1}
